proteinID domain domStart domEnd
P35555 IPR001881 1849 1890
P35555 IPR001881 1891 1929
P35555 IPR001881 1930 1972
P35555 IPR001881 1973 2012
P35555 IPR001881 2013 2054
P35555 IPR001881 2127 2165
P35555 IPR001881 2166 2205
P35555 IPR001881 2206 2246
P35555 IPR001881 2247 2290
P35555 IPR001881 2291 2332
P35555 IPR001881 2402 2443
P35555 IPR001881 2444 2484
P35555 IPR001881 2485 2523
P35555 IPR001881 2524 2566
P35555 IPR001881 2567 2606
P35555 IPR001881 2607 2647
P35555 IPR001881 2648 2687
P35555 IPR001881 451 489
P35555 IPR001881 572 612
P35555 IPR001881 613 653
P35555 IPR001881 1197 1237
P35555 IPR009030 448 573
P35555 IPR009030 723 847
P35555 IPR009030 1025 1155
P35555 IPR009030 1194 1450
P35555 IPR009030 1846 1977
P35555 IPR009030 2129 2339
P35555 IPR009030 2571 2687
P35555 IPR017878 179 264
P35555 IPR017878 325 391
P35555 IPR017878 450 458
P35555 IPR017878 649 720
P35555 IPR017878 844 928
P35555 IPR017878 947 1017
P35555 IPR017878 1528 1625
P35555 IPR017878 1684 1774
P35555 IPR017878 2052 2121
P35555 IPR017878 2331 2403
P35555 IPR026823 593 616
P35555 IPR000742 146 178
P35555 IPR009030 2446 2571
P35556 IPR000742 276 317
P35556 IPR000742 318 359
P35556 IPR000742 494 534
P35556 IPR000742 535 574
P35556 IPR000742 575 616
P35556 IPR000742 617 657
P35556 IPR000742 658 698
P35556 IPR000742 768 809
P35556 IPR000742 810 851
P35556 IPR000742 852 891
P35556 IPR000742 955 996
P35556 IPR000742 1073 1114
P35556 IPR000742 1115 1157
P35556 IPR000742 1158 1199
P35556 IPR000742 1200 1241
P35556 IPR000742 1242 1282
P35556 IPR000742 1283 1324
P35556 IPR000742 1325 1366
P35556 IPR000742 1367 1407
P35556 IPR000742 1408 1448
P35556 IPR000742 1449 1490
P35556 IPR000742 1491 1531
P35556 IPR000742 1532 1572
P35556 IPR000742 1650 1691
P35556 IPR000742 1692 1733
P35556 IPR000742 1808 1849
P35556 IPR000742 1850 1891
P35556 IPR000742 1892 1933
P35556 IPR000742 1934 1972
P35556 IPR000742 1973 2015
P35556 IPR000742 2016 2055
P35556 IPR000742 2056 2097
P35556 IPR000742 2171 2212
P35556 IPR000742 2213 2252
P35556 IPR000742 2253 2293
P35556 IPR000742 2294 2337
P35556 IPR000742 2338 2379
P35556 IPR000742 2449 2490
P35556 IPR000742 2491 2531
P35556 IPR000742 2532 2570
P35556 IPR000742 2571 2613
P35556 IPR000742 2614 2653
P35556 IPR000742 2654 2694
P35556 IPR000742 2695 2734
P35556 IPR000742 148 176
P35556 IPR001881 276 317
P35556 IPR001881 318 359
P35556 IPR001881 535 574
P35556 IPR001881 575 616
P35556 IPR001881 768 809
P35556 IPR001881 810 851
P35556 IPR001881 852 891
P35556 IPR001881 955 996
P35556 IPR001881 1073 1114
P35556 IPR001881 1115 1157
P35556 IPR001881 1158 1199
P35556 IPR001881 1200 1241
P35556 IPR001881 1325 1366
P35556 IPR001881 1367 1407
P35556 IPR001881 1408 1448
P35556 IPR001881 1449 1490
P35556 IPR001881 1491 1531
P35556 IPR001881 1532 1572
P35556 IPR001881 1650 1691
P35556 IPR001881 1692 1733
P35556 IPR001881 1808 1849
P35556 IPR001881 1850 1891
P35556 IPR001881 1892 1933
P35556 IPR001881 1934 1972
P35556 IPR001881 1973 2015
P35556 IPR001881 2016 2055
P35556 IPR001881 2056 2097
P35556 IPR001881 2171 2212
P35556 IPR001881 2213 2252
P35556 IPR001881 2253 2293
P35556 IPR001881 2294 2337
P35556 IPR001881 2338 2379
P35556 IPR001881 2449 2490
P35556 IPR001881 2491 2531
P35556 IPR001881 2532 2570
P35556 IPR001881 2571 2613
P35556 IPR001881 2614 2653
P35556 IPR001881 2654 2694
P35556 IPR001881 2695 2734
P35556 IPR001881 496 534
P35556 IPR001881 617 657
P35556 IPR001881 658 698
P35556 IPR001881 1242 1282
P35556 IPR001881 1283 1324
P35556 IPR009030 250 367
P35556 IPR009030 493 702
P35556 IPR009030 756 898
P35556 IPR009030 1070 1200
P35556 IPR009030 1227 1579
P35556 IPR009030 1890 2016
P35556 IPR009030 2171 2380
P35556 IPR009030 2493 2734
P35556 IPR017878 209 294
P35556 IPR017878 355 421
P35556 IPR017878 694 766
P35556 IPR017878 889 973
P35556 IPR017878 994 1063
P35556 IPR017878 1569 1642
P35556 IPR017878 1729 1800
P35556 IPR017878 2093 2164
P35556 IPR017878 2377 2458
P35556 IPR026823 638 661
P35556 IPR026823 1263 1286
P35556 IPR000742 176 208
P35557 IPR022672 16 215
P35557 IPR022673 221 455
P35558 IPR008210 12 259
P35558 IPR013035 260 329
P35558 IPR013035 348 621
P35568 IPR011993 10 117
P35568 IPR011993 159 267
P35573 IPR008928 1068 1532
P35573 IPR017853 97 253
P35573 IPR013781 294 301
P35573 IPR017853 458 702
P35573 IPR029436 31 116
P35573 IPR032788 697 974
P35573 IPR032792 105 583
P35575 IPR000326 34 197
P35579 IPR027417 55 835
P35579 IPR002928 841 1921
P35579 IPR004009 29 69
P35579 IPR016137 1759 1860
P35579 IPR027401 775 835
P35580 IPR027417 57 842
P35580 IPR002928 848 1928
P35580 IPR004009 33 73
P35580 IPR008989 31 64
P35580 IPR027401 782 842
P35590 IPR011009 832 1119
P35590 IPR000742 223 256
P35590 IPR000742 311 345
P35590 IPR000742 267 303
P35590 IPR003599 131 213
P35590 IPR003599 357 444
P35590 IPR013783 351 739
P35590 IPR013783 125 215
P35590 IPR013151 131 201
P35590 IPR013151 358 440
P35609 IPR001715 15 259
P35609 IPR011992 739 894
P35609 IPR014837 824 890
P35611 IPR001303 142 342
P35612 IPR001303 130 335
P35613 IPR013783 25 204
P35613 IPR013783 213 320
P35613 IPR003599 29 137
P35613 IPR003599 227 319
P35625 IPR008993 24 197
P35625 IPR027465 120 197
P35626 IPR011009 187 523
P35626 IPR000961 454 533
P35626 IPR011993 554 663
P35626 IPR016137 30 184
P35637 IPR012677 265 388
P35637 IPR001876 415 454
P35638 IPR004827 96 162
P35658 IPR015943 1 410
P35659 IPR003034 149 183
P35659 IPR009057 310 375
P35659 IPR014876 320 373
P35663 IPR029354 8 114
P35670 IPR006121 55 126
P35670 IPR006121 140 210
P35670 IPR006121 253 327
P35670 IPR006121 356 428
P35670 IPR006121 488 557
P35670 IPR006121 565 635
P35670 IPR008250 761 1016
P35670 IPR023214 1144 1370
P35670 IPR023299 1041 1111
P35670 IPR023214 996 1043
P35680 IPR009057 224 318
P35680 IPR006897 314 550
P35680 IPR006899 8 174
P35680 IPR010982 92 185
P35680 IPR023219 1 32
P35711 IPR009071 554 635
P35713 IPR009071 75 160
P35713 IPR021934 263 383
P35713 IPR033392 197 244
P35716 IPR009071 39 127
P35749 IPR027417 56 842
P35749 IPR002928 848 1928
P35749 IPR004009 33 72
P35749 IPR008989 31 64
P35749 IPR027401 782 842
P35754 IPR012336 1 106
P35789 IPR001909 2 75
P35789 IPR013087 229 258
P35789 IPR013087 369 398
P35789 IPR013087 425 454
P35789 IPR013087 593 620
P35789 IPR013087 143 174
P35789 IPR013087 257 286
P35789 IPR013087 397 426
P35789 IPR013087 453 482
P35789 IPR013087 509 538
P35789 IPR013087 173 202
P35789 IPR013087 313 342
P35789 IPR013087 565 593
P35789 IPR013087 257 286
P35789 IPR013087 397 426
P35789 IPR013087 453 482
P35789 IPR013087 173 202
P35789 IPR013087 341 370
P35789 IPR013087 537 566
P35789 IPR013087 285 314
P35789 IPR013087 481 510
P35789 IPR013087 201 230
P35790 IPR011009 82 455
P35858 IPR000372 40 78
P35858 IPR000483 536 584
P35858 IPR032675 53 596
P35869 IPR000014 111 226
P35869 IPR000014 272 388
P35869 IPR011598 27 88
P35908 IPR032444 21 174
P35913 IPR003607 476 817
P35913 IPR029016 51 455
P35914 IPR013785 30 316
P35916 IPR011009 823 1173
P35916 IPR013783 670 767
P35916 IPR013783 28 129
P35916 IPR003599 36 133
P35916 IPR003599 237 328
P35916 IPR003599 341 419
P35916 IPR003599 430 552
P35916 IPR003599 563 673
P35916 IPR003599 684 766
P35916 IPR013098 678 765
P35916 IPR013783 130 671
P35968 IPR011009 815 1162
P35968 IPR013783 328 548
P35968 IPR013783 551 754
P35968 IPR013783 32 218
P35968 IPR003599 38 119
P35968 IPR003599 135 218
P35968 IPR003599 231 325
P35968 IPR003599 337 418
P35968 IPR003599 430 548
P35968 IPR003599 556 662
P35968 IPR003599 673 755
P35968 IPR013098 340 410
P35968 IPR013098 667 750
P35968 IPR013151 230 310
P35968 IPR013783 224 330
P36021 IPR020846 98 539
P36222 IPR017853 22 381
P36222 IPR029070 261 328
P36269 IPR029055 27 586
P36382 IPR013092 3 239
P36382 IPR019570 163 229
P36382 IPR031862 259 358
P36404 IPR027417 3 178
P36405 IPR027417 2 177
P36406 IPR000315 122 168
P36406 IPR000315 173 219
P36406 IPR013083 27 85
P36406 IPR003649 226 370
P36406 IPR027417 390 566
P36406 IPR007087 145 172
P36507 IPR011009 64 374
P36508 IPR013087 343 373
P36508 IPR013087 161 344
P36575 IPR011021 3 172
P36575 IPR014752 177 371
P36575 IPR014756 3 172
P36575 IPR014756 176 366
P36639 IPR015797 42 195
P36776 IPR003111 123 368
P36776 IPR027417 478 756
P36776 IPR003959 519 656
P36776 IPR020568 737 948
P36776 IPR015947 122 224
P36871 IPR005843 414 562
P36871 IPR005844 15 157
P36871 IPR005845 194 300
P36871 IPR005846 306 420
P36871 IPR016055 4 427
P36873 IPR029052 9 308
P36873 IPR031675 9 56
P36888 IPR011009 576 943
P36888 IPR013783 229 346
P36888 IPR013783 78 160
P36888 IPR013151 257 344
P36894 IPR000472 59 132
P36894 IPR011009 210 525
P36894 IPR003605 204 234
P36896 IPR000472 33 104
P36896 IPR011009 184 497
P36896 IPR003605 177 207
P36897 IPR000472 34 109
P36897 IPR011009 180 495
P36897 IPR003605 175 205
P36941 IPR001368 42 80
P36941 IPR001368 169 210
P36941 IPR001368 126 167
P36941 IPR033997 11 168
P36941 IPR001368 82 126
P36952 IPR023796 2 375
P36955 IPR023796 40 416
P36956 IPR011598 320 395
P36957 IPR000089 70 144
P36957 IPR001078 222 450
P36957 IPR011053 70 163
P36957 IPR023213 217 451
P36959 IPR013785 3 342
P36969 IPR012336 40 194
P37023 IPR011009 187 492
P37023 IPR003605 172 202
P37058 IPR016040 47 253
P37059 IPR016040 80 366
P37108 IPR009018 1 114
P37173 IPR011009 244 544
P37173 IPR015013 49 157
P37198 IPR007758 324 429
P37231 IPR000536 192 222
P37231 IPR000536 240 503
P37231 IPR013088 136 210
P37231 IPR022590 31 108
P37268 IPR008949 33 368
P37275 IPR009057 581 643
P37275 IPR015880 170 198
P37275 IPR015880 200 227
P37275 IPR013087 238 288
P37275 IPR013087 960 988
P37275 IPR008598 170 222
P37275 IPR013087 904 933
P37275 IPR013087 932 960
P37287 IPR001296 223 362
P37287 IPR013234 72 161
P37288 IPR015076 372 418
P37288 IPR017452 68 348
P37802 IPR001715 1 196
P38117 IPR014729 5 251
P38398 IPR001357 1608 1754
P38398 IPR001357 1756 1858
P38398 IPR013083 10 85
P38398 IPR025994 345 507
P38405 IPR011025 60 191
P38405 IPR027417 37 66
P38405 IPR027417 185 380
P38435 IPR011020 56 315
P38435 IPR014710 526 607
P38484 IPR013783 10 241
P38484 IPR015373 140 236
P38567 IPR013785 41 368
P38567 IPR017853 48 368
P38570 IPR002035 195 388
P38570 IPR032695 676 960
P38571 IPR029058 28 397
P38606 IPR000194 230 455
P38606 IPR004100 15 86
P38606 IPR024034 471 551
P38606 IPR027417 85 110
P38606 IPR027417 200 461
P38606 IPR031686 99 221
P38646 IPR029047 430 586
P38646 IPR029048 579 652
P38919 IPR001650 250 411
P38919 IPR014001 57 254
P38919 IPR014014 38 66
P38919 IPR027417 21 409
P38935 IPR000058 884 951
P38935 IPR001374 706 793
P38935 IPR027417 177 668
P38935 IPR014001 188 447
P39019 IPR011991 4 140
P39023 IPR009000 4 375
P39059 IPR013320 40 236
P39059 IPR016187 1135 1383
P39059 IPR016187 863 1022
P39060 IPR013320 456 652
P39060 IPR010363 13 192
P39060 IPR016187 1444 1750
P39060 IPR020067 329 448
P39086 IPR001320 448 846
P39086 IPR028082 32 426
P39086 IPR019594 448 561
P39877 IPR016090 21 138
P39900 IPR000585 275 470
P39900 IPR006026 105 264
P39900 IPR002477 22 97
P39900 IPR024079 26 267
P39905 IPR029034 88 211
P40121 IPR029006 17 123
P40121 IPR029006 134 235
P40121 IPR029006 244 348
P40123 IPR006599 359 396
P40123 IPR006599 397 434
P40123 IPR017901 317 475
P40123 IPR013992 6 299
P40123 IPR016098 318 476
P40145 IPR029787 365 591
P40145 IPR029787 942 1176
P40145 IPR009398 617 712
P40145 IPR032628 159 395
P40189 IPR003961 324 424
P40189 IPR013783 24 123
P40189 IPR010457 27 112
P40189 IPR015321 131 215
P40189 IPR013783 220 326
P40189 IPR013783 424 613
P40189 IPR013783 220 326
P40189 IPR013783 122 222
P40198 IPR013783 35 142
P40199 IPR013783 237 318
P40199 IPR013783 35 141
P40199 IPR003599 40 141
P40199 IPR003599 152 234
P40199 IPR003599 244 319
P40199 IPR013783 144 237
P40200 IPR003599 30 137
P40200 IPR003599 148 266
P40200 IPR013783 28 187
P40200 IPR013783 228 269
P40200 IPR007110 269 375
P40225 IPR012351 22 183
P40227 IPR027409 203 378
P40227 IPR027410 144 205
P40227 IPR027410 374 403
P40227 IPR027413 4 138
P40227 IPR027413 404 524
P40238 IPR013783 390 486
P40238 IPR013783 132 281
P40238 IPR013783 22 130
P40238 IPR015152 25 128
P40259 IPR003599 50 143
P40259 IPR013783 38 142
P40313 IPR009003 14 262
P40337 IPR022772 60 207
P40337 IPR024048 149 204
P40337 IPR024053 63 152
P40394 IPR011032 11 206
P40394 IPR011032 336 386
P40394 IPR013149 214 339
P40394 IPR016040 177 348
P40424 IPR009057 231 301
P40424 IPR005542 40 232
P40692 IPR003594 7 221
P40692 IPR020568 202 335
P40692 IPR032189 502 756
P40763 IPR000980 576 718
P40763 IPR008967 321 575
P40763 IPR011992 467 588
P40763 IPR012345 322 466
P40763 IPR013799 1 122
P40763 IPR015988 136 321
P40818 IPR028889 777 1109
P40818 IPR001763 175 322
P40818 IPR015063 8 115
P40879 IPR002645 525 720
P40879 IPR011547 73 475
P40926 IPR016040 4 169
P40926 IPR015955 169 335
P40937 IPR027417 19 237
P40937 IPR003959 56 173
P40937 IPR008921 242 334
P40938 IPR027417 3 238
P40938 IPR008921 249 344
P40939 IPR013328 544 640
P40939 IPR013328 676 758
P40939 IPR016040 356 545
P40939 IPR008927 543 646
P40939 IPR008927 669 762
P40939 IPR029045 38 351
P40967 IPR022409 228 311
P41091 IPR027417 25 254
P41091 IPR009000 248 362
P41091 IPR009001 364 460
P41134 IPR011598 53 113
P41143 IPR017452 66 318
P41145 IPR017452 76 330
P41159 IPR012351 22 167
P41161 IPR011991 334 484
P41161 IPR006715 1 366
P41180 IPR028082 26 532
P41180 IPR011500 538 591
P41180 IPR017978 612 876
P41181 IPR023271 2 232
P41182 IPR011333 8 129
P41182 IPR013087 574 681
P41182 IPR015880 518 546
P41182 IPR013087 544 575
P41212 IPR011991 315 442
P41212 IPR013761 24 126
P41214 IPR001950 445 574
P41214 IPR015947 93 181
P41214 IPR003121 375 474
P41217 IPR003599 36 140
P41217 IPR013783 30 250
P41217 IPR013151 46 135
P41217 IPR013151 146 222
P41218 IPR004020 1 88
P41218 IPR004021 196 394
P41222 IPR012674 7 187
P41225 IPR009071 134 224
P41226 IPR016040 11 406
P41226 IPR016040 410 902
P41226 IPR018965 881 1008
P41226 IPR019572 600 848
P41226 IPR032418 188 257
P41226 IPR032420 259 326
P41227 IPR016181 1 153
P41229 IPR001606 60 181
P41229 IPR013083 309 381
P41229 IPR013083 1181 1261
P41229 IPR003347 468 634
P41229 IPR003349 13 55
P41229 IPR004198 707 759
P41229 IPR013637 772 1099
P41231 IPR017452 50 306
P41235 IPR000536 126 377
P41235 IPR013088 57 139
P41238 IPR016193 10 156
P41238 IPR013158 33 158
P41240 IPR011009 182 449
P41240 IPR000980 77 213
P41240 IPR001452 9 99
P41247 IPR016035 2 250
P41250 IPR009068 63 122
P41250 IPR006195 124 608
P41250 IPR004154 602 726
P41252 IPR002300 18 638
P41252 IPR009008 199 400
P41252 IPR009080 640 910
P41252 IPR014729 4 194
P41252 IPR014729 401 634
P41273 IPR008983 90 240
P41279 IPR011009 138 399
P41440 IPR020846 23 218
P41440 IPR020846 249 452
P41567 IPR001950 1 113
P41587 IPR001879 37 118
P41587 IPR017981 126 379
P41595 IPR017452 71 380
P41597 IPR017452 59 305
P41732 IPR008952 110 213
P41743 IPR000270 25 108
P41743 IPR011009 252 578
P41743 IPR000961 523 594
P41743 IPR002219 140 192
P41743 IPR020454 138 152
P41743 IPR020454 154 163
P41743 IPR020454 167 178
P41743 IPR020454 179 191
P41968 IPR017452 55 299
P41970 IPR011991 2 148
P42081 IPR003599 25 133
P42081 IPR007110 139 235
P42081 IPR013783 27 135
P42127 IPR027300 80 132
P42166 IPR011015 103 158
P42166 IPR011015 2 56
P42167 IPR011015 103 158
P42167 IPR011015 2 56
P42224 IPR000980 569 711
P42224 IPR008967 317 568
P42224 IPR011992 461 581
P42224 IPR012345 318 460
P42224 IPR013799 1 122
P42224 IPR015988 134 317
P42224 IPR022752 715 739
P42226 IPR000980 517 650
P42226 IPR008967 265 528
P42226 IPR011992 416 541
P42226 IPR012345 275 415
P42226 IPR013799 1 116
P42226 IPR015988 112 273
P42226 IPR028187 655 847
P42229 IPR000980 587 707
P42229 IPR008967 327 584
P42229 IPR011992 472 597
P42229 IPR012345 333 471
P42229 IPR013799 1 126
P42229 IPR015988 136 332
P42261 IPR001320 408 817
P42261 IPR028082 20 388
P42261 IPR019594 408 522
P42262 IPR001320 415 824
P42262 IPR028082 23 390
P42262 IPR019594 414 529
P42263 IPR001320 424 835
P42263 IPR028082 29 408
P42263 IPR019594 424 538
P42285 IPR001650 405 577
P42285 IPR014001 136 319
P42285 IPR012961 865 1042
P42285 IPR025696 582 841
P42285 IPR027417 139 302
P42285 IPR027417 367 412
P42285 IPR027417 448 542
P42330 IPR023210 5 319
P42331 IPR008936 154 367
P42331 IPR011993 37 153
P42336 IPR000008 322 487
P42336 IPR029071 106 296
P42336 IPR011009 699 1068
P42336 IPR016024 516 704
P42336 IPR003113 16 108
P42338 IPR000008 321 506
P42338 IPR029071 117 296
P42338 IPR011009 706 1067
P42338 IPR016024 524 711
P42338 IPR003113 26 118
P42345 IPR011009 2095 2549
P42345 IPR014009 1382 1982
P42345 IPR003152 2517 2549
P42345 IPR009076 2015 2113
P42345 IPR016024 20 549
P42345 IPR016024 600 1235
P42345 IPR016024 1278 1513
P42345 IPR011990 1445 1489
P42345 IPR011990 1769 1797
P42345 IPR024585 854 1024
P42356 IPR011009 1840 2102
P42356 IPR011009 1728 1811
P42356 IPR016024 1530 1729
P42356 IPR016024 74 162
P42356 IPR016024 203 270
P42356 IPR016024 372 411
P42356 IPR016024 479 796
P42356 IPR016024 852 1020
P42357 IPR008948 101 622
P42357 IPR024083 89 308
P42566 IPR011992 8 105
P42566 IPR011992 215 314
P42566 IPR011992 112 216
P42574 IPR029030 34 277
P42574 IPR002138 183 277
P42575 IPR029030 176 450
P42575 IPR011029 32 127
P42575 IPR002138 354 447
P42658 IPR029058 600 848
P42658 IPR002469 127 588
P42679 IPR011009 228 482
P42679 IPR000980 117 252
P42679 IPR001452 51 140
P42680 IPR011009 358 623
P42680 IPR000980 215 352
P42680 IPR001452 164 241
P42680 IPR011993 4 147
P42681 IPR011009 259 527
P42681 IPR000980 118 246
P42681 IPR001452 57 142
P42684 IPR011009 279 551
P42684 IPR000980 165 308
P42684 IPR001452 107 193
P42684 IPR015015 1061 1182
P42685 IPR011009 216 491
P42685 IPR000980 111 254
P42685 IPR001452 37 120
P42694 IPR000571 178 209
P42694 IPR011990 6 84
P42694 IPR027417 624 1077
P42695 IPR016024 320 707
P42695 IPR016024 742 1245
P42695 IPR016024 210 247
P42701 IPR013783 446 542
P42701 IPR003961 46 136
P42701 IPR013783 141 234
P42702 IPR013783 47 140
P42702 IPR013783 327 434
P42702 IPR013783 643 833
P42702 IPR013783 433 629
P42704 IPR011990 752 767
P42704 IPR011990 936 985
P42704 IPR011990 1169 1218
P42704 IPR011990 1258 1343
P42704 IPR033443 222 329
P42765 IPR016039 7 394
P42765 IPR020616 7 266
P42765 IPR020617 274 394
P42768 IPR000095 237 324
P42768 IPR000095 356 373
P42768 IPR011993 11 156
P42768 IPR003124 427 454
P42768 IPR011026 242 371
P42768 IPR011026 430 490
P42771 IPR020683 16 136
P42772 IPR020683 13 138
P42773 IPR020683 6 161
P42785 IPR029058 72 488
P42858 IPR016024 79 399
P42858 IPR016024 694 1097
P42858 IPR016024 1125 1150
P42858 IPR016024 1258 1319
P42858 IPR011989 1596 1687
P42858 IPR016024 2738 3081
P42858 IPR016024 2623 2648
P42892 IPR008753 121 507
P42892 IPR018497 558 769
P42892 IPR024079 390 510
P42892 IPR024079 557 770
P42898 IPR029041 47 340
P43026 IPR001111 153 329
P43026 IPR029034 378 501
P43034 IPR006594 7 39
P43034 IPR015943 94 410
P43080 IPR011992 12 171
P43080 IPR016134 76 105
P43115 IPR017452 65 346
P43119 IPR017452 30 292
P43121 IPR013783 19 242
P43121 IPR013783 244 424
P43121 IPR013783 430 514
P43121 IPR003599 33 133
P43121 IPR003599 148 244
P43121 IPR003599 257 341
P43121 IPR003599 350 428
P43121 IPR003599 437 517
P43121 IPR013151 354 412
P43121 IPR013162 139 234
P43146 IPR013783 234 418
P43146 IPR013783 428 524
P43146 IPR013783 526 718
P43146 IPR013783 722 821
P43146 IPR013783 844 1044
P43146 IPR003599 46 137
P43146 IPR003599 146 231
P43146 IPR003599 246 328
P43146 IPR003599 337 418
P43146 IPR003599 425 520
P43146 IPR010560 1148 1445
P43146 IPR013098 141 222
P43146 IPR013098 241 327
P43146 IPR013098 333 417
P43146 IPR013783 11 136
P43146 IPR013783 136 235
P43220 IPR001879 45 135
P43220 IPR017981 144 406
P43235 IPR000668 115 328
P43235 IPR013201 26 86
P43243 IPR012677 387 478
P43243 IPR012677 482 572
P43243 IPR003604 798 833
P43243 IPR003604 288 322
P43246 IPR000432 662 852
P43246 IPR007695 18 131
P43246 IPR007696 303 645
P43246 IPR007860 153 289
P43246 IPR007861 474 568
P43246 IPR027417 619 853
P43250 IPR011009 184 526
P43250 IPR000961 449 528
P43250 IPR016137 31 181
P43251 IPR003010 57 363
P43268 IPR011991 309 478
P43268 IPR006715 8 339
P43304 IPR011992 619 694
P43304 IPR023753 54 441
P43304 IPR023753 681 711
P43304 IPR031656 463 587
P43320 IPR011024 17 191
P43355 IPR002190 102 301
P43355 IPR021072 3 89
P43358 IPR002190 110 309
P43358 IPR021072 3 97
P43359 IPR021072 3 96
P43360 IPR002190 109 308
P43360 IPR021072 3 96
P43361 IPR002190 112 311
P43361 IPR021072 3 96
P43362 IPR002190 108 307
P43362 IPR021072 3 92
P43363 IPR002190 134 333
P43363 IPR021072 3 118
P43364 IPR002190 222 421
P43364 IPR021072 113 206
P43365 IPR002190 109 308
P43365 IPR021072 3 96
P43366 IPR002190 108 307
P43366 IPR021072 3 92
P43403 IPR011009 338 600
P43403 IPR000980 7 132
P43403 IPR000980 143 258
P43403 IPR023420 112 156
P43405 IPR011009 371 631
P43405 IPR000980 10 137
P43405 IPR000980 148 261
P43405 IPR023420 117 161
P43487 IPR011993 22 167
P43489 IPR001368 64 107
P43489 IPR001368 128 166
P43489 IPR011641 51 99
P43489 IPR011641 122 164
P43489 IPR034022 29 170
P43489 IPR001368 30 64
P43490 IPR002638 187 484
P43626 IPR003599 34 114
P43626 IPR003599 134 221
P43626 IPR013783 123 222
P43626 IPR013151 33 113
P43626 IPR013151 133 212
P43626 IPR013783 22 123
P43627 IPR003599 34 114
P43627 IPR003599 134 221
P43627 IPR013783 123 221
P43627 IPR013151 34 113
P43627 IPR013151 133 210
P43627 IPR013783 22 124
P43628 IPR003599 34 114
P43628 IPR003599 134 221
P43628 IPR013783 123 222
P43628 IPR013151 33 113
P43628 IPR013151 133 210
P43628 IPR013783 22 124
P43629 IPR003599 34 118
P43629 IPR003599 129 209
P43629 IPR003599 229 316
P43629 IPR013783 218 317
P43629 IPR013151 33 108
P43629 IPR013151 128 208
P43629 IPR013151 228 305
P43629 IPR013783 22 119
P43629 IPR013783 118 219
P43630 IPR003599 34 118
P43630 IPR003599 129 209
P43630 IPR003599 229 316
P43630 IPR013783 218 317
P43630 IPR013151 33 108
P43630 IPR013151 128 208
P43630 IPR013151 228 298
P43630 IPR013783 23 119
P43630 IPR013783 118 219
P43631 IPR003599 34 114
P43631 IPR003599 134 221
P43631 IPR013783 123 222
P43631 IPR013151 33 113
P43631 IPR013151 133 210
P43631 IPR013783 22 124
P43632 IPR003599 34 114
P43632 IPR003599 134 221
P43632 IPR013783 123 222
P43632 IPR013151 33 113
P43632 IPR013151 133 210
P43632 IPR013783 22 123
P43652 IPR020858 19 599
P43657 IPR017452 34 291
P43681 IPR006029 243 622
P43681 IPR006202 36 242
P43681 IPR027361 243 348
P43681 IPR027361 576 621
P43694 IPR000679 265 318
P43694 IPR008013 1 204
P43694 IPR013088 211 265
P43694 IPR013088 266 323
P43694 IPR000679 211 265
P43699 IPR009057 139 223
P43897 IPR009060 46 97
P43897 IPR014039 99 319
P45452 IPR000585 278 471
P45452 IPR006026 109 268
P45452 IPR002477 30 101
P45452 IPR024079 32 271
P45844 IPR003439 77 317
P45844 IPR027417 77 309
P45844 IPR013525 403 611
P45877 IPR002130 41 198
P45877 IPR029000 36 205
P45880 IPR023614 9 294
P45954 IPR006091 173 268
P45954 IPR009075 279 428
P45954 IPR009100 56 293
P45954 IPR013786 56 169
P45983 IPR011009 12 357
P45984 IPR011009 13 356
P45985 IPR011009 93 384
P46013 IPR008984 2 99
P46013 IPR029334 502 549
P46019 IPR008928 9 453
P46020 IPR008928 10 453
P46059 IPR020846 10 226
P46059 IPR020846 266 378
P46060 IPR009109 410 587
P46060 IPR032675 24 371
P46063 IPR001650 300 451
P46063 IPR014001 88 291
P46063 IPR011991 434 594
P46063 IPR027417 277 505
P46063 IPR032284 421 478
P46063 IPR027417 67 278
P46087 IPR029063 272 587
P46087 IPR031341 295 374
P46089 IPR017452 57 297
P46091 IPR017452 55 304
P46093 IPR017452 34 286
P46098 IPR006029 242 477
P46098 IPR006202 36 242
P46098 IPR027361 242 347
P46098 IPR027361 427 475
P46100 IPR000330 1569 1887
P46100 IPR001650 2022 2205
P46100 IPR013083 197 276
P46100 IPR014001 1556 1776
P46100 IPR025766 159 296
P46100 IPR027417 1512 1817
P46100 IPR027417 2009 2206
P46199 IPR027417 178 369
P46199 IPR009000 351 434
P46199 IPR009000 619 718
P46199 IPR023115 499 624
P46379 IPR029071 10 104
P46439 IPR012336 1 98
P46439 IPR010987 86 217
P46459 IPR009010 1 86
P46459 IPR027417 222 486
P46459 IPR027417 498 733
P46459 IPR003959 256 396
P46459 IPR003959 539 668
P46459 IPR029067 85 200
P46531 IPR000742 59 99
P46531 IPR000742 102 139
P46531 IPR000742 140 176
P46531 IPR000742 218 255
P46531 IPR000742 257 293
P46531 IPR000742 335 371
P46531 IPR000742 452 488
P46531 IPR000742 490 526
P46531 IPR000742 528 564
P46531 IPR000742 566 601
P46531 IPR000742 603 639
P46531 IPR000742 641 676
P46531 IPR000742 678 714
P46531 IPR000742 716 751
P46531 IPR000742 753 789
P46531 IPR000742 791 827
P46531 IPR000742 829 867
P46531 IPR000742 907 943
P46531 IPR000742 1021 1057
